bn_words_of_interest,frequency_count
দাঁড়ায়।[1][1],1
সোয়াদ;,1
দয়াময়।-তাফসীরে,1
চেয়েছ;[2],1
শয়তানরাই,1
দয়া-দাক্ষিণ্য।,1
গিয়েছে’।,1
পেয়েছেন?,1
"আকসায়,[3]",1
প্রয়োজনটি,1
আয়াতসমূহকেও,1
নিয়েছিলেন(১),1
"সম্প্রদায়],",1
(অন্যায়ের),1
তুয়া,1
ঘটিয়েছিলাম;[1],1
(নিস্ক্রিয়,1
জায়গা’!,1
নির্ণয়),1
নয়(১);,1
জীব-জানোয়ারের,1
বানায়?,1
সময়গুলোতে,1
এখতিয়ারহীনও।,1
হয়েছে।(মুআত্তা,1
সিয়ামকে,1
জানিয়েছিলেন।,1
সম্প্রদায়);,1
উঠিয়েছিলাম-,1
(গিয়ে,1
আত্নীয়তা,1
"তাকিয়াসমূহ,",1
ওয়াদাবদ্ধ,1
ঘটিয়ে।[3],1
দুনিয়া।তাফসীরে,1
জয়যুক্তই,1
'ওয়াইল',1
(সমগোত্রীয়দের,1
এখতিয়ারভুক্ত;,1
সম্প্রদায়কেও।,1
দু’টোয়,1
আত্মীয়-স্বজনও,1
(সাওয়াব),1
হয়েছি[2],1
মাইয়েতকে,1
দাম্ভিকতায়,1
৭২আয়াত)[2],1
পাঠিয়েছিলাম!,1
(গায়রুল্লাহ)এর,1
অধ্যায়।)[13],1
‘অন্যায়’-এর,1
"বে-খেয়াল,",1
‘রায়িনা’।,1
সময়-নির্দেশক।,1
খুয়াইসিরা,1
(দায়িত্ব/কর্তব্য),1
সাফিয়া,1
আত্মায়,1
(লোকালয়),1
"হয়েছে,{فَلَعَلَّكَ",1
‘‘ইয়া’জূজ-মা’জূজ,1
দায়বদ্ধতা,1
হিদায়াতস্বরূপ।,1
(কিয়ামত)।-তাফসীরে,1
অস্থিদ্বয়ের,1
দেয়।’[1][1],1
সম্প্রদায়রূপে,1
সিরিয়া)-কে,1
"নিয়োজিত,",1
দিয়েছেন--[1],1
গিয়েছিল[2],1
চিরস্থায়ী।তাফসীরে,1
"আত্মীয়গণ,",1
"ইচ্ছানুযায়ী,",1
"জাগিয়েছি,",1
সংকটাবস্থায়,1
২৫৩)আয়াতে,1
আসওয়াদের,1
পরওয়ারদিগার।,1
"চাওয়া-পাওয়া,",1
আল্লাহওয়ালারা,1
সুশ্রীময়তা,1
দেখিয়েছিলাম।[3],1
"ঘটিয়েছে,",1
(দুই-তৃতীয়াংশ),1
"দুনিয়াতেই,",1
সন্ধ্যাবেলায়,1
(পলায়ন,1
ইন্দ্রীয়গ্রাহ্য,1
অল্পায়ু?,1
(পাঠিয়েছি),1
খিয়ানতেরও,1
টাঙিয়ে,1
"আত্মীয়-স্বজন(৫),",1
মাসদারিয়া,1
নেয়।[4],1
পাপময়।,1
সাজিয়ে-গুছিয়ে,1
জওয়াব।তাফসীরে,1
ভঙ্গিমায়।,1
ন্যায়-পরায়ণতার,1
‘সংকীর্ণতাময়,1
কুরায়যাহ)এর,1
এখতিয়ারভুক্ত।তাফসীরে,1
পছন্দনীয়ও,1
সম্প্রদায়দের,1
শ্রেয়তর;,1
ঈলিয়াও,1
বিতর্কপ্রিয়,1
পাথেয়ের,1
ক্ষমায়,1
দুয়ালু।,1
"‘কালিয়া’,",1
"সা’ওয়াহ,",1
নয়।এখান,1
দিয়েছেন।(চ),1
হায়েযকালে,1
"চেহারায়,",1
বিষয়’!,1
নেয়াকেই,1
পাঠিয়েছেন।’’,1
সময়।[4],1
খাওয়ানোও,1
দায়িত্বপাপ্ত,1
সৎকর্মপরায়ণের,1
‘কমনীয়,1
জানোয়াররা।,1
"ছায়া,",1
ঝগড়া-লড়ায়ের,1
খেয়াল-খুশিকে,1
বিনয়্যামীনকেই,1
আয়াতসমূহেও,1
"করুনাময়,",1
উদয়াচল।,1
যায়তূন’,1
‘বায়আত’,1
মাদয়্যানবাসীরাও,1
দয়াময়।(১),1
"শোভনীয়,",1
(প্লীহা)।শুয়োর,1
বাঁকায়।,1
শিং-লড়ায়ে,1
অব্যয়টির,1
সুফিয়ান।,1
মহিমাময়;,1
কুয়া-ওয়ালা।,1
দ্বিতীয়জনকে,1
বেপরোয়াভাবে,1
মায়িদায়,1
‘ওয়াদিউল,1
অপছন্দনীয়।إحسان,1
নয়।(৪),1
ইচ্ছায়),1
মেয়েটির,1
জমি-জায়গার,1
আম্বিয়া’,1
(শরীয়তী),1
"সংশয়বাদী,",1
পায়ে।[3],1
অপবিত্রতায়,1
সংশয়বাদীদেরকে।,1
ওয়াসীয়াতকারীর,1
দিয়েছে;[1],1
ক্রয়-বিনিময়ের,1
ওয়াসীয়ত,1
হওয়ারই।’,1
সহায়তায়,1
ইয়াওমিন’,1
দাড়োয়ান)!,1
দুয়ারে,1
মারয়্যামেও,1
‘নাফিয়া’,1
ওয়াহীযোগে,1
"আলিয়া,",1
মন-মানসিকতায়,1
নেয়।[5],1
‘ক্বিয়ামত,1
চিরস্থায়ীদের,1
একগুঁয়েমির,1
সুচরিত্রতায়,1
ইয়া’কুব,1
অপব্যয়কারীদের,1
হয়েছিল)-‘যদি,1
খাওয়াচ্ছি,1
শিং-ওয়ালা,1
ছয়দিনে,1
"দয়াদ্র,",1
মারইয়ামপুত্র,1
এখতিয়ারে।তাফসীরে,1
হুলিয়ার,1
হয়েছেন[1],1
ইয়াকতীন*,1
গনিয়ে,1
"তাকায়নি,",1
না।হিদায়াত,1
তৎসমুদয়ের,1
ছায়ামন্ডপের,1
দেয়না;,1
‘ওয়াফাতে,1
প্রয়োজন’?,1
পরমদয়ালু।-তাফসীরে,1
সম্প্রদায়।’’,1
মেয়াদ’,1
তাকিয়ায়,1
"দান-খয়রাত,",1
লোকালয়ে),1
অপচয়কারীরা,1
"উযায়ের,",1
আয়ু-আকাংক্ষী,1
একক/অদ্বিতীয়।,1
দুলিয়ে,1
(হিদায়াত),1
হয়।’’(বুখারীঃ,1
"নেতৃস্থানীয়গণ,",1
"ইয়াসরিববাসী,",1
‘পায়ের,1
"তাইমিয়্যাহ,",1
বেড়ায়-তাদেরকে,1
"ঝর্ণাধারায়,",1
ক্ষতিগ্রস্ততায়,1
মাচায়,1
যুদ্ধজয়ী,1
হয়নি’?,1
কোথায়?তাফসীরে,1
দেওয়া।[4],1
গুরু-দায়িত্ব,1
রাষ্ট্রনায়করা,1
রেওয়াজ),1
নেয়[2],1
(ইয়াক্বূবের),1
কুশলতায়,1
শয়তান।তাফসীরে,1
"ঝঞ্ঝা-বায়ু,",1
তাকওয়া-শূন্যতা।,1
দেওয়া।’,1
(গায়বের),1
ফয়সালা!,1
(ক্বিয়ামত),1
রূপকথায়,1
(লুকিয়ে,1
হয়েছিল[2],1
রায়হানা,1
চরিয়েছেন।,1
দিয়েছি।[2],1
প্রত্যয়ীদেরকে,1
গোপনীয়তাই,1
(রাইয়ান,1
(ক্রিয়া)এর,1
ওয়া‘দাকৃত,1
তাজিয়া,1
(উপাসনালয়)-কে,1
দাঁড়িয়ে-বসে,1
সুসময়ে,1
পয়গম্বরদেরকেও,1
দায়িত্বকেও,1
যায়্দ,1
যন্ত্রনাময়,1
বিধেয়পদ।,1
"যন্ত্রনাদায়ক,",1
মা’ওয়া*,1
"চালিয়ে,",1
"পাঠিয়েছে,",1
বোধদয়,1
আসিয়াও,1
(উদয়-অস্তের,1
"ন্যায়-বিচার,",1
পলায়নী,1
কাফ-হা-ইয়া-‘আঈন-সোয়াদ।,1
যাওয়াকেও,1
ভূমিকায়,1
‘প্রয়োজনীয়তা’র,1
ইয়াহূদীও,1
নাস্তরিয়া,1
আসিরিয়ানদের,1
খেয়াল-খুশীকে,1
তাক্ওয়া,1
বুঝিয়েও,1
‘দাহরিয়া’,1
দায়ী।[2],1
দেওয়া।-তাফসীরে,1
পাওয়াই,1
(বৈমাত্রেয়,1
বুঝায়।,1
পাঠায়নি।(২)১.,1
যোগায়।তাফসীরে,1
অভিপ্রায়কে,1
নয়।)তাফসীরে,1
রক্ষায়),1
(বিনিময়ে),1
মিদয়ান।,1
সাবা’য়,1
খেয়েছিলেন।,1
হয়েছিলেন।[3],1
উযায়রের,1
(সিরিয়ার),1
নিকটাত্মীয়ের,1
বিদায়;,1
ঝরিয়ে,1
‘ওয়াদা,1
"উঠিয়েছি,",1
হয়না!,1
বিধেয়।),1
ইয়াসাআ’,1
বিজয়[3],1
কাটিয়েছ।,1
সময়সমূহ,1
‘লূত্বিয়্যাহ’,1
অনুনয়-বিনয়ের,1
হাওয়াকে),1
তৃতীয়াংশকে,1
"ইয়াহুদীরা,",1
দেখায়;,1
(আয়াতের,1
ছড়ায়।,1
"দিয়েছিলাম,[2]",1
আউলিয়ার,1
জোড়ায়;,1
স্নেহ-ছায়ায়,1
স্নেহ-পরায়ণ।,1
(আম্বিয়াঃ,1
বিনিময়!,1
শয়ত্বানের),1
হয়েছি।’[3],1
মাতোয়ারা,1
দুনিয়াও,1
পেয়েছ’?,1
তত্ত্বাবধায়কের,1
অন্তরায়;,1
অপচেষ্টায়,1
আওয়াজকে,1
"বৃদ্ধাবস্থায়,",1
উভয়ভাবেই,1
সুস্থাবস্থায়,1
"রসম-রেওয়াজ,",1
(কয়েকটি,1
(রওয়ানা,1
নিংড়িয়ে,1
মিনাশ্শায়ত্বানির,1
‘ইল্লিয়্যীন’-এ,1
জানয়ে,1
বেশ্যালয়,1
য়্যা’জূজ-মা’জূজ;,1
ক্রিয়া-কলাপ),1
'রায়েনা',1
সহায়তাকারী।,1
"এখতিয়ারাদিতে,",1
প্রিয়া।,1
পেয়েও,1
চালিয়েছিল।,1
দানিয়াল,1
নিরাপত্তাময়,1
অধ্যায়ে,1
শারক্বিয়াতে,1
বায়তের’,1
(বরকতময়),1
পরাজয়রূপে,1
"নিশ্চয়তা,",1
সেজদায়,1
সম্প্রদায়!),1
দ্বিতীয়টিকে,1
সওয়াবও,1
ওয়াজেব;,1
সন্ধ্যায়।[1],1
হায়াতও,1
ধসিয়েও,1
প্রয়োজনাতীত,1
নিয়েছেন।(২),1
আয়াতে)-তেও,1
হয়;-তাফসীরে,1
সহায়স্থল।,1
"মক্কা্য়,",1
দয়ালু।[3][1],1
আল-ইয়াসা‘আ,1
ভালবাসায়(৪),1
দিয়ে;[1],1
জীন-শয়তান,1
করিয়ে।,1
বয়োজ্যেষ্ঠরা,1
খোদায়,1
আত্মীয়-স্বজনগণ,1
বয়সে।তাফসীরে,1
(শরীয়তে),1
(মদীনায়),1
ছায়া),1
ইচ্ছাময়ও,1
যাওয়া।[2],1
আয়াতসমূহ।তাফসীরে,1
হয়।(4),1
দুনিয়াকামীই,1
নিয়ন্ত্রক?[2][1],1
হয়েছে)’?,1
বাল-বাচ্চায়,1
দিয়ে’।,1
"আশংকায়,",1
বিজাতীয়,1
গুণবর্ণনায়,1
(মহাপ্রলয়ের),1
পয়গম্বর)-দের,1
ক্রিয়াকর্মকে,1
তৃপ্তিময়,1
চাওয়াকে,1
ছায়ার),1
বাড়িয়ে’,1
আয়াতসমূহ*,1
‘আয্-যাওয়াজির’,1
নেয়।’-তাফসীরে,1
(ঢুকিয়ে,1
মায়মানা,1
প্রেমময়ী,1
(দয়া)র,1
গিয়েছিলেন;,1
হয়েছেন!,1
বিষয়াবলীঃ,1
"হয়’,",1
বয়েছিল।,1
গায়িবের,1
হৃদয়সম্পন্ন,1
মাসলা-মাসায়েলের,1
বিজয়ীরা,1
নিয়ামত।’,1
(যুদ্ধ-ময়দানে,1
(ইয়ামান),1
আম্বিয়াতে,1
"হুঁশিয়ার,",1
জায়গা!,1
ইয়া‘কূবের।,1
বিষয়টিকেই,1
বিষয়[1],1
ধেঁয়ে,1
নিয়েছি।[2],1
পঠনীয়),1
প্রয়োজনপূরণের,1
সম্প্রদায়।[4][1],1
ঈলীয়া,1
অধিকমাত্রায়,1
নয়।(অনেকের,1
"ইয়াহয়্যাকে,",1
ব্যর্থতায়,1
স্বাফওয়ানের,1
বিষয়রূপে।-তাফসীরে,1
শয়তানগণ।,1
শরীয়ত।,1
বয়োজ্যেষ্ঠদের,1
সংযত-নয়না,1
দেওয়া-পাওয়া,1
"হয়েছে,{وَكَذَلِكَ",1
ওয়ারেসই,1
আয়-উন্নতি,1
‘চিরস্থায়ী,1
নিয়ম-বিধান,1
"তাকওয়া-পরহেযগারী,",1
সৃষ্টি-পর্যায়ের,1
বিস্ময়সূচক,1
গুত্বায়েফ’,1
আনয়নে),1
গোছাদ্বয়,1
নির্ণয়কারী।,1
শালওয়ার-কামিজের,1
কাফ্-হা-ইয়্যা-‘আইন-সাদ।,1
"য়্যাসা’,",1
ন্যায়?,1
সুস্থতায়,1
রাজসভায়,1
খাওয়াক;,1
নিশ্চয়ই[1],1
দেয়;[1],1
হতভাগায়,1
হৃদয়ই,1
শয়তানঃ,1
চায়।’’,1
সময়ব্যাপী,1
(ব্যথাদায়ক),1
তাওয়াক্কুলকারীগণ,1
নিয়মনিষ্ঠ,1
খাওয়াতাম,1
"বানিয়েছ,",1
সর্বপ্রশংসনীয়।তাফসীরে,1
দুনিয়ারও,1
(পাঠিয়েছিলাম)তাদের,1
কমনীয়।,1
শুকরিয়াও,1
ক্ষমাপরায়ন।(১),1
মাদইয়ানবাসীরাও,1
(দায়িত্বের),1
"(নির্ভয়ে,",1
করিয়েছেন।,1
খেলোয়াড়দের,1
কাঁপিয়ে,1
উপায়স্বরূপ,1
সাইয়েদ,1
খেয়েছে।তাফসীরে,1
অন্যায়ই,1
কুয়ার,1
প্রসংশায়,1
ইলইয়াসকেও,1
(নিয়ামতের),1
ঘটিয়েছে?,1
মালাক/ফেরেশতাদ্বয়ের,1
যাওয়া।[3],1
মঙ্গলময়।[3],1
পরিচয়হীনতার,1
লিখায়।,1
হয়েছিল—প্রত্যেক,1
অসিয়তও,1
ফেতনায়,1
"(ব্যয়,",1
নিরাময়[2],1
দয়াপূর্বক,1
‘গায়েব’,1
"দিয়েছেন’,",1
ধূলিকণায়।-তাফসীরে,1
দায়িত্ব।’-তাফসীরে,1
বয়স।[5],1
(মারয়্যাম)এর,1
দয়ারই,1
পেয়েছি’।,1
"নেওয়ায,",1
ফায়সালা!,1
ইয়া‘কূবকে।,1
জায়গায়),1
নিয়ম;,1
নিয়ন্ত্রণভুক্ত।[2],1
রয়েছে;[6],1
জারিয়াহ’,1
প্রতিক্রিয়াই,1
শিখায়।,1
প্রিয়তা,1
"পর্যায়ক্রমে,",1
সম্প্রদায়?-তাফসীরে,1
পুরামাত্রায়,1
ডুবিয়ে।[5],1
আয়াতটিই,1
দাকয়ানুসের,1
অপছন্দনীয়;,1
যুলক্বারনায়ন!,1
আবশ্যকতায়,1
উন্মাদনাময়,1
বায়ু;,1
"নিদ্রায়,",1
যারিয়াতের,1
দাঁড়ায়[3],1
জায়েযই,1
মুকাবিলায়;,1
ইয়াহয়্যার,1
দায়িত্বমুক্ত।তাফসীরে,1
দুঃখ-দুর্দশায়,1
(নিয়ন্ত্রণাধীন)।,1
অবস্থায়।(২)(১),1
হিকমতানুযায়ী,1
পয়গম্বরও।,1
আয়াত)(3),1
‘দুনিয়াতে,1
জাননে-ওয়ালাও,1
(ছায়ায়),1
নিয়েছে[1],1
রেখেদেয়াতে,1
ইয়াকূব[1],1
ন্যায়।-তাফসীরে,1
বাক্কায়,1
পাঠিয়েছেন!,1
শিয়ারা,1
একসময়,1
(ওয়াহীয়ে,1
"ফায়সালাকারী,",1
"চেয়েছিলাম*,",1
নিয়েছিল।-তাফসীরে,1
ধূঁয়ার,1
সময়টুকু,1
বৈচিত্রময়,1
রয়েছ।-তাফসীরে,1
নয়)।’’,1
সমবয়সীরা।,1
শুনিয়েছেন।,1
বিষয়টা﴿تِلْكَ,1
বাচিয়ে,1
‘আয়ত’,1
নবায়নের,1
হওয়ায়),1
করিয়েছিল;,1
"পর্যায়ভুক্ত,",1
প্রতারণাময়,1
দয়ালু্।,1
অধ্যায়)(২),1
(শয়তানকে),1
ওয়াজিব।,1
হয়ে---।’’[2],1
হৃদয়গুলোতে,1
ভাষায়),1
চায়।[1][1],1
জুয়াও,1
জমি-জায়গাসমূহ,1
আশ্রয়স্থল।-তাফসীরে,1
প্রতিক্রিয়া-ক্ষমতাই,1
প্রয়োজনাদিতে,1
ধোঁয়াও।চল্লিশ,1
ফেরায়[1],1
উযায়েরও,1
নিরুপায়ের,1
দায়ী[1],1
খেয়েছে-,1
মার্ইয়াম-পুত্র,1
"রাস্তায়,",1
হয়;[3],1
ছাড়ানোয়,1
(ছায়াপথ)।,1
তলোয়ারের,1
"বয়সেই,",1
"পাল্লায়,",1
হয়েছে’?,1
টাঙ্গিয়ে,1
পরাজয়ই,1
আসিয়াহ,1
"বিরোধিতায়,",1
উপাসনায়),1
বাঁচায়।,1
সাময়িক।,1
মিলায়ে,1
বাধায়,1
ইয়াজূজ-মা‘জুজ),1
ইয়াহুীদের,1
‘ইয়া‘কূবকে,1
নিশ্চয়।,1
সাহায্য-সহযোগিতায়,1
যিয়াফত,1
সম্প্রদায়ের),1
আন্ত্বকিয়া,1
হয়(১)(১),1
নিন্দনীয়),1
লু-হাওয়া।,1
উপাসনালয়ের,1
ভয়াবহতায়),1
ধ্বংসকারিতায়,1
‘মাওয়ালী’,1
আলোচ্য-বিষয়ের,1
(ঈয়াহুদী,1
অসুবিধায়,1
ঝুঁটি-ওয়ালার।,1
দিয়েছিলাম’।,1
"অতিথিপরায়ণ,",1
বাঞ্ছনীয়।[2],1
(বায়হাকী,1
নিয়েছে),1
কলুষময়,1
ইয়াকূবব,1
বয়সেও;,1
নেয়)।[3],1
এখতিয়ারধীন,1
অসিয়াত,1
নিয়ম-পদ্ধতি।,1
"সাজিয়েছে,",1
ইয়ত্তা,1
শু‘আয়বের,1
হয়েছে---তাফসীরে,1
জায়েয-নাজায়েযের,1
ফরমায়েস,1
'ইয়াহুদী',1
"উপাসনালয়,",1
"বারাকাতময়,",1
মাদইয়ানবাসীরা;,1
(শিয়া)রা,1
(হাওয়ারী),1
যায়দ।,1
দর্গায়,1
নিয়ন্ত্রণাধীন)এর,1
(হিদায়াতের,1
শেরোয়ানী,1
তায়েফকে,1
দন্ডায়মান।-তাফসীরে,1
(বানিয়ে),1
ছয়জনের,1
চোয়ালের,1
যায়।[6],1
হাদয়ি**,1
(তুওয়া),1
দয়া-অনুগ্রহের।,1
যায়.,1
জমি-জায়গা।,1
যায়?[2],1
নিয়েছেন-,1
আমায়,1
নিয়মিত।,1
ইয়াতীমগণ,1
"বাবিয়াহ,",1
ফুলায়ো,1
সুদর্শনময়,1
শীর্ষস্থানীয়।,1
"নিরাময়,",1
বিজয়-আধিপত্য,1
কিনারায়?,1
"সম্প্রদায়,[2]",1
‘সওয়াব’,1
"জানোয়ার,",1
ছায়ের,1
বুওয়ানা,1
স্বগোত্রীয়রা,1
‘নয়’।,1
উপায়েই),1
দয়ামায়ায়,1
হায়েয-নিফাস,1
আয়াত!,1
বানু-ক্বুরায়যাকে,1
সত্যপরায়ন?,1
আত্মীয়বর্গকে,1
"চেয়েছেন,",1
নয়?),1
"উঠবে-‘হায়,",1
সমবয়সী।,1
(হুদাইবিয়ার,1
"মেয়েদেরকে,",1
তৎসমুদয়ও,1
উপড়িয়ে,1
মিয়াদে,1
জিইয়ে,1
টুকরায়,1
"পাঠিয়েছেন),",1
"হয়েছে’,",1
সাবেয়ীরা,1
জায়গাটিকে,1
দাপটওয়ালাদের,1
হয়েছে-{كَذَلِكَ,1
সদুপায়,1
সাজ-সজ্জায়।,1
দিয়েছে।)[7],1
বিশালকায়,1
"টাক-ওয়ালা,",1
ভয়প্রদর্শনকে,1
সাজিয়েছে।,1
মায়া-মমতার,1
ইয়াকীনে,1
তেলাওয়াতে,1
‘ত্বুয়া’,1
(মহিয়সী,1
আম্বিয়াগণকে,1
মুসাইয়েবের,1
"পায়না,",1
(চিরস্থায়িত্বের,1
এখতিয়ারভুক্ত।’[3],1
ভায়েরাও,1
দিয়েছো।,1
অপপ্রয়োগ,1
হাসায়ো,1
ফিরায়ে,1
বিচার-সভায়,1
নিয়েছি),1
"বাঁকিয়ে,[1]",1
"জোড়ায়,-তাফসীরে",1
শোচনীয়।,1
দেয়।-তাফসীরে,1
চমকায়,1
"(কিয়ামুল্লাইল,",1
সম্প্রদায়গুলোও,1
দেখিয়েছেন।তাফসীরে,1
(ডানহাত-ওয়ালাদের,1
দু‘য়ের,1
প্রজ্ঞাময়ের,1
ব্যয়িত।[2],1
রাজ্যদ্বয়,1
অনিচ্ছেয়,1
(দেয়া),1
"বিস্ময়বোধ,",1
যায়নি।[1],1
সহায়ক।[2],1
হয়েছে],1
(বায়তুল্লাহ্র),1
মুহাম্মাদিয়াকে,1
রহম-দয়া,1
আলাপ-আলোচনায়,1
সময়তো,1
মাদয়্যানকে),1
সদ্বিষয়কে,1
(মন্ত্রণালয়),1
"সহায়ক,",1
বালাখানায়,1
খামখেয়ালীর,1
মেয়াদই,1
"‘আল-কাবায়ের’,",1
শায়তানের,1
শিখিয়েছ।,1
পেয়েছ),1
উরওয়া,1
"দেয়,[2]",1
পায়।),1
ভয়ানক।তাফসীরে,1
ইয়াযদান,1
সামঞ্জস্যময়,1
উভয়ে*,1
বরকতময়!-তাফসীরে,1
নেওয়া)।,1
আয়াতকে{لا,1
দেওয়ালটাতে,1
‘‘হয়ে,1
বেড়ায়।-তাফসীরে,1
হওয়া)।,1
পায়?’,1
দিয়েছে),1
(জন্মায়),1
কিয়াতের,1
কৈফিয়ত-তলবকারী,1
দায়িত্ব’।,1
‘তাওরিয়া’,1
জায়েয।তাফসীরে,1
ভিজিয়ে,1
ত্বহায়,1
জ্ঞানায়ত্তে।[1],1
আয়াত)এক,1
(বিপর্যয়ে),1
(অবাধ্যতায়),1
কিফায়া’।,1
বানিয়েছেন[1],1
হয়।[3]أَقْصَى,1
দিয়ে)।,1
কালিমাময়,1
লৌকিকতায়,1
"হয়েছে,وَمَنْ",1
তৃপ্তিদায়কও,1
ইঞ্জিনিয়ারের,1
করুণাময়ের।,1
"ইয়াতীম-মিসকীন,",1
বে-পরোয়াভাবে,1
লেপটিয়ে,1
"সুহায়েব,",1
ডানহাত-ওয়ালারা,1
ত্বায়েফের,1
হারিয়েছ’?,1
সীমায়),1
হয়েছে।{لَهُمْ,1
গিয়েছিল-,1
(ক্রিয়াবিশেষণ)।,1
নেয়)?,1
দিয়েছিল?’,1
সময়টিকে,1
টীকায়।)[2],1
হয়নি’!,1
বিনয়ই,1
শায়ত্বনেরা,1
হাওয়ারীদেরকে*,1
পায়।’’,1
হাওলায়।,1
খাওয়াবে;,1
"সিয়াম,",1
(গায়রুল্লাহর,1
পেশায়,1
(বৈপিত্রেয়),1
সময়িকভাবে,1
নিয়ম-বিধির,1
দেওয়া[4],1
মেয়ে-সন্তানদেরকে,1
দাওয়াত-তবলীগের,1
উত্তপ্তপানীয়,1
যায়--,1
বিষয়-বস্তু।[2],1
হয়।(ঘ),1
অগ্রহণীয়,1
হয়েছে।مرفود,1
আশ্রয়স্থল!-তাফসীরে,1
জড়িয়েও,1
আম্বিয়া)মূসা,1
হাওয়ারী*,1
রয়েছে-(এক),1
কোমল-হৃদয়;,1
মায়েদাহঃ১৮),1
কায়া,1
অপরিবর্তনীয়।,1
মারওয়ায়।,1
চলাফেরায়,1
হয়েছে।বিঃ,1
"হয়েছে,{فَسَأَكْتُبُهَا",1
পয়গম্বররা,1
সামূদ(সম্প্রদায়),1
রয়েছে।[5][1],1
জায়গায়।[3],1
মাশায়েখরা,1
পেরিয়ে,1
শির্ককীয়,1
পূর্বদেশীয়ও,1
"ইয়াতীমকে,",1
"লিখায়,",1
‘দয়া’,1
কিয়ামত;,1
শয়তানদেরকে;,1
‘কূসা’য়,1
হয়?[3],1
ফিরআউনীয়,1
বেখেয়াল,1
স্বাচ্ছন্দ্যময়,1
রক্তক্ষয়ী,1
সকাল-সন্ধ্যায়।,1
(নুবুওয়াতকে),1
‘তাকওয়ার,1
জায়গাকেও,1
জরায়ূতে,1
হাতি-ওয়ালাদের,1
(হওয়ার),1
চড়ায়নি।,1
হয়ছে।,1
শয়নাগার।-তাফসীরে,1
হয়েছি?,1
"চেয়েছে,",1
তাবেয়ীগণের,1
আয়াতগুলোও,1
আরাবীয়।,1
সন্তোষময়,1
গিয়েছিল।এইভাবে,1
নিয়ামতেরই,1
ইয়াফেস।,1
"দাওয়াত-তবলীগ,",1
নেয়)।’’,1
বিলীয়মান।’,1
"সায়ীর,",1
নয়',1
রুবূবিয়্যাতকে,1
"দিয়েছেন*,",1
(সহায়),1
নেয়ামত(১),1
সময়{إِنَّا,1
নয়।(২),1
নিয়ন্তা।,1
দিয়ে[6],1
"দুনিয়াদার,",1
ক্ষমতানুযায়ী,1
তিমি-ওয়ালা[2],1
নিয়েছিল।তাফসীরে,1
হিংসা-জ্বালায়,1
"দেয়না,",1
"বিজয়লাভ,",1
ন্যয়পরায়ণদেরকে,1
বৈপিত্রেয়ী,1
কিয়ামতকেও,1
সম্প্রদায়েরও,1
"পরিচয়,",1
পালনীয়।[2],1
মা’ওয়া),1
শরীয়াতে,1
মায়েদাহ’,1
সমন্বয়ের,1
কুলায়,1
"কিয়াম,",1
(দায়িত্বভার),1
"বায়হাক্বী,",1
"পেয়োনা,",1
ওয়াদীয়ে,1
য়্যা’জূজ-মা’জুজের,1
(গোয়েন্দাগিরি,1
"করেয়েছিলাম,",1
দেয়[2],1
হয়েছ।’’[3],1
স্থায়ী।[7],1
হাওয়াও,1
আইয়্যুব,1
উপায়ে),1
বাইআতে-রিযওয়ানে,1
সিয়ামপালনকারী,1
সাহাবাবায়ে,1
দয়ামাত্র;[1],1
(বয়ে,1
"হয়েছে,(اللَّهُمَّ",1
মীনায়,1
খাতায়,1
ও‘য়াদা।,1
লায়েক,1
"কায়সার,",1
চিরস্থায়ী?,1
জায়গাগুলিতে,1
‘ক্বায়্যুম’এর,1
"এখতিয়ারে,[1]",1
যিম্মায়।,1
এখতিয়ারভুক্ত।[2],1
বিষয়েই),1
দিয়েছেন।(২),1
দুষণীয়,1
"তাবেয়ীগণ,",1
"তেলাওয়াত,",1
"চেয়েছিলেন,",1
সাময়ী’,1
যায়নি।’’(বুখারীঃ,1
দেয়!’’,1
ব্যাকুলতাময়,1
হুনায়নের,1
জায়গাতেও।তাফসীরে,1
"হয়েছে,[وَلَيْسَتِ",1
গায়বীভাবে,1
ঝঞ্চাবায়ুর,1
দুনিয়ারই,1
যাবায়েহ,1
নবুওয়াতের),1
‘রাযিবয়াল্লাহু,1
নিয়েছিলাম।-তাফসীরে,1
সিনায়,1
মিথ্যায়নকারীদের,1
"শিরা-উপশিরায়,",1
দুর্গন্ধময়।,1
হয়নি’।,1
অত্মীয়-স্বজন,1
বক্কায়,1
ছোয়াদে,1
যয়ীফুল,1
"পালায়,",1
হয়েছে?!’,1
ইল্য়্যাসও,1
জানিয়েছেন।’,1
ওয়াদাও,1
অসফলতায়,1
(অইয়াহুদী)দের,1
স্থায়ীভাবে;,1
দিয়েছেন।’-তাফসীরে,1
কচলিয়ে,1
ক্বাদিয়ানীকে,1
রয়েছে-এক.,1
ছায়াদানকারী,1
আশঙ্কনীয়,1
আনয়নকারীরা,1
স্বয়ংসম্পূর্ণ।,1
"বিষয়ে(২),",1
(সাবাবিয়্যাহ),1
মাছওয়ালার,1
"পায়,[1]",1
"ভয়ঙ্কর,",1
মিথ্যাশ্রয়ীদের।-তাফসীরে,1
এলায়িত,1
(যথাসময়ে),1
ইলইয়াসও,1
প্রত্যয়),1
পরাধীনতায়,1
"অসিয়ত,",1
দেয়ান।,1
পেয়েছি।’,1
"আদায়কারী,",1
অমিয়ধারা,1
অপছন্দনীয়তার,1
দৃঢ়-প্রত্যয়,1
